sku;Price 1_net_price;RRP_net_price;stock;image 1;image 2;image 3;image 4;image 5;image 6;image 7;image 8;image 9;Model;Year Manufactur;Case size specific;Brand;Case thickness;Barcode;Item Location;Dispatch Days;Title IT;Description IT;Brand Description IT;Series;Os;Storage;Connectivity;Compatibility;Altimeter;Atomic radio;Compass;Heart rate monitor;Pedometer;Lunar fases;Time zones;Indicator tide;Load indicator;Light;Booster;Alarm;Tachometer;Termometer;EAN Code;UPC Code;Category;Water Resistance;Gender IT;Style IT;Movement IT;Powered by IT;Movement manufacturer IT;Movement engine IT;Age group IT;Calendar type IT;Chronograph IT;Case shape IT;Case material IT;Case colour IT;Case finish IT;Display Type IT;Glass type IT;Dial colour IT;Dial shape IT;Band material IT;Band colour IT;Band clasp type IT;Currency
MBM3364;84.73;187.70;9;https://mediagallery.kiums.com/images/mbm3364-01.jpg;https://mediagallery.kiums.com/images/mbm3364-02.jpg;https://mediagallery.kiums.com/images/mbm3364-03.jpg;https://mediagallery.kiums.com/images/mbm3364-04.jpg;https://mediagallery.kiums.com/images/mbm3364-06.jpg;https://mediagallery.kiums.com/images/mbm3364-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;Sally;2010-Now;36 mm;Marc Jacobs;;UPC;IT;1;Marc Jacobs Sally MBM3364 Orologio Donna al Quarzo;Orologio Donna Marc Jacobs MBM3364 modello Sally, Cassa in Acciaio Inossidabile di Diametro 36 mm, quadrante Oro rosa, vetro Minerale e cinturino in Acciaio di colore Oro rosa;Marc Jacobs è divenuto in pochi anni la sintesi perfetto del design d'accessorio d'autore, portando orologi che un giorno si vedono al polso della pluripremiata star del cinema sul red carpet, mentre il giorno il giorno dopo li ritrovi ai polsi delle ragazze per le strade di Milano. Gli orologi Marc Jacobs hanno saputo incarnare diverse tendenze e vari look, fondendo l'eleganza del cinturino in pelle di vitello al glamour del brillantino fino al punk delle linee spigolose. Ogni persona indossi un Marc Jacobs diventa unica e irripetibile, con uno stile ben definito che solo lei sa rendere eccezionale.;Sally;;;;;;;;;;;;;;;;;;;;796483150515;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro Rosa;Lucido;Analogico;Minerale;Oro rosa;Circolare;Acciaio;Oro rosa;Bracciale chiusura a scatto;EUR
MJ1449;95.83;212.30;0;https://mediagallery.kiums.com/images/mj1449-01.jpg;https://mediagallery.kiums.com/images/mj1449-02.jpg;https://mediagallery.kiums.com/images/mj1449-03.jpg;https://mediagallery.kiums.com/images/mj1449-06.jpg;https://mediagallery.kiums.com/images/mj1449-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;;Courtney;2010-Now;34 mm;Marc Jacobs;8 mm;UPC;IT;1;Marc Jacobs Courtney MJ1449 Orologio Donna al Quarzo;Orologio Donna Marc Jacobs MJ1449 modello Courtney, Cassa in Acciaio Inossidabile di Diametro 34 mm, quadrante Bianco, vetro Minerale e cinturino in Vera Pelle di colore Bianco;Marc Jacobs è divenuto in pochi anni la sintesi perfetto del design d'accessorio d'autore, portando orologi che un giorno si vedono al polso della pluripremiata star del cinema sul red carpet, mentre il giorno il giorno dopo li ritrovi ai polsi delle ragazze per le strade di Milano. Gli orologi Marc Jacobs hanno saputo incarnare diverse tendenze e vari look, fondendo l'eleganza del cinturino in pelle di vitello al glamour del brillantino fino al punk delle linee spigolose. Ogni persona indossi un Marc Jacobs diventa unica e irripetibile, con uno stile ben definito che solo lei sa rendere eccezionale.;Courtney;;;;;;;;;;;;;;;;;;;;796483260238;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Bianco;Circolare;Vera Pelle;Bianco;Cinturino doppio;EUR
MJ1450;95.83;212.30;0;https://mediagallery.kiums.com/images/mj1450-01.jpg;https://mediagallery.kiums.com/images/mj1450-02.jpg;https://mediagallery.kiums.com/images/mj1450-05.jpg;https://mediagallery.kiums.com/images/mj1450-06.jpg;https://mediagallery.kiums.com/images/mj1450-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;;Courtney;2010-Now;34 mm;Marc Jacobs;8 mm;UPC;IT;1;Marc Jacobs Courtney MJ1450 Orologio Donna al Quarzo;Orologio Donna Marc Jacobs MJ1450 modello Courtney, Cassa in Acciaio Inossidabile di Diametro 34 mm, quadrante Bianco, vetro Minerale e cinturino in Vera Pelle di colore Nero;Marc Jacobs è divenuto in pochi anni la sintesi perfetto del design d'accessorio d'autore, portando orologi che un giorno si vedono al polso della pluripremiata star del cinema sul red carpet, mentre il giorno il giorno dopo li ritrovi ai polsi delle ragazze per le strade di Milano. Gli orologi Marc Jacobs hanno saputo incarnare diverse tendenze e vari look, fondendo l'eleganza del cinturino in pelle di vitello al glamour del brillantino fino al punk delle linee spigolose. Ogni persona indossi un Marc Jacobs diventa unica e irripetibile, con uno stile ben definito che solo lei sa rendere eccezionale.;Courtney;;;;;;;;;;;;;;;;;;;;796483260245;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro Rosa;Lucido;Analogico;Minerale;Bianco;Circolare;Vera Pelle;Nero;Cinturino doppio;EUR
MJ1472;77.33;171.31;0;https://mediagallery.kiums.com/images/mj1472-01.jpg;https://mediagallery.kiums.com/images/mj1472-02.jpg;https://mediagallery.kiums.com/images/mj1472-03.jpg;https://mediagallery.kiums.com/images/mj1472-04.jpg;https://mediagallery.kiums.com/images/mj1472-05.jpg;https://mediagallery.kiums.com/images/mj1472-06.jpg;https://mediagallery.kiums.com/images/mj1472-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;Riley;2010-Now;28 mm;Marc Jacobs;8 mm;UPC;IT;1;Marc Jacobs Riley MJ1472 Orologio Donna al Quarzo;Orologio Donna Marc Jacobs MJ1472 modello Riley, Cassa in Acciaio Inossidabile di Diametro 28 mm, quadrante Argento, vetro Minerale e cinturino in Vera Pelle di colore Marrone;Marc Jacobs è divenuto in pochi anni la sintesi perfetto del design d'accessorio d'autore, portando orologi che un giorno si vedono al polso della pluripremiata star del cinema sul red carpet, mentre il giorno il giorno dopo li ritrovi ai polsi delle ragazze per le strade di Milano. Gli orologi Marc Jacobs hanno saputo incarnare diverse tendenze e vari look, fondendo l'eleganza del cinturino in pelle di vitello al glamour del brillantino fino al punk delle linee spigolose. Ogni persona indossi un Marc Jacobs diventa unica e irripetibile, con uno stile ben definito che solo lei sa rendere eccezionale.;Riley;;;;;;;;;;;;;;;;;;;;796483270428;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Argento;Circolare;Vera Pelle;Marrone;Cinturino doppio;EUR
MJ1475;84.73;187.70;0;https://mediagallery.kiums.com/images/mj1475-01.jpg;https://mediagallery.kiums.com/images/mj1475-02.jpg;https://mediagallery.kiums.com/images/mj1475-05.jpg;https://mediagallery.kiums.com/images/mj1475-06.jpg;https://mediagallery.kiums.com/images/mj1475-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;;;2010-Now;28 mm;Marc Jacobs;8 mm;UPC;IT;1;Marc Jacobs Riley MJ1475 Orologio Donna al Quarzo;Orologio Donna Marc Jacobs MJ1475 modello Riley, Cassa in Acciaio Inossidabile di Diametro 28mm, quadrante Nero, vetro Minerale e cinturino in Vera Pelle di colore Nero;Marc Jacobs è divenuto in pochi anni la sintesi perfetto del design d'accessorio d'autore, portando orologi che un giorno si vedono al polso della pluripremiata star del cinema sul red carpet, mentre il giorno il giorno dopo li ritrovi ai polsi delle ragazze per le strade di Milano. Gli orologi Marc Jacobs hanno saputo incarnare diverse tendenze e vari look, fondendo l'eleganza del cinturino in pelle di vitello al glamour del brillantino fino al punk delle linee spigolose. Ogni persona indossi un Marc Jacobs diventa unica e irripetibile, con uno stile ben definito che solo lei sa rendere eccezionale.;Riley;;;;;;;;;;;;;;;;;;;;796483270459;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Nero;Circolare;Vera Pelle;Nero;;EUR
MJ1484;106.93;236.89;0;https://mediagallery.kiums.com/images/mj1484-01.jpg;https://mediagallery.kiums.com/images/mj1484-02.jpg;https://mediagallery.kiums.com/images/mj1484-03.jpg;https://mediagallery.kiums.com/images/mj1484-06.jpg;https://mediagallery.kiums.com/images/mj1484-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;;Monogram;2010-Now;23 mm x 39 mm;Marc Jacobs;8 mm;EAN;IT;1;Marc Jacobs Monogram MJ1484 Orologio Donna al Quarzo;Orologio Donna Marc Jacobs MJ1484 modello Monogram, Cassa in Acciaio Inossidabile di Diametro 23 mm x 39 mm, quadrante Nero, vetro Minerale e cinturino in Vera Pelle di colore Nero;Marc Jacobs è divenuto in pochi anni la sintesi perfetto del design d'accessorio d'autore, portando orologi che un giorno si vedono al polso della pluripremiata star del cinema sul red carpet, mentre il giorno il giorno dopo li ritrovi ai polsi delle ragazze per le strade di Milano. Gli orologi Marc Jacobs hanno saputo incarnare diverse tendenze e vari look, fondendo l'eleganza del cinturino in pelle di vitello al glamour del brillantino fino al punk delle linee spigolose. Ogni persona indossi un Marc Jacobs diventa unica e irripetibile, con uno stile ben definito che solo lei sa rendere eccezionale.;Monogram;;;;;;;;;;;;;;;;;;;796483270633;;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Ovale;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Nero;Ovale;Vera Pelle;Nero;Cinturino doppio;EUR
MJ3466;106.93;236.89;0;https://mediagallery.kiums.com/images/mj3466-01.jpg;https://mediagallery.kiums.com/images/mj3466-02.jpg;https://mediagallery.kiums.com/images/mj3466-03.jpg;https://mediagallery.kiums.com/images/mj3466-04.jpg;https://mediagallery.kiums.com/images/mj3466-05.jpg;https://mediagallery.kiums.com/images/mj3466-06.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;;2010-Now;34 mm;Marc Jacobs;;UPC;IT;1;Marc Jacobs Courtney MJ3466 Orologio Donna al Quarzo;Orologio Donna Marc Jacobs MJ3466 modello Courtney, Cassa in   di Diametro 34mm, quadrante  , vetro Minerale e cinturino in   di colore;Marc Jacobs è divenuto in pochi anni la sintesi perfetto del design d'accessorio d'autore, portando orologi che un giorno si vedono al polso della pluripremiata star del cinema sul red carpet, mentre il giorno il giorno dopo li ritrovi ai polsi delle ragazze per le strade di Milano. Gli orologi Marc Jacobs hanno saputo incarnare diverse tendenze e vari look, fondendo l'eleganza del cinturino in pelle di vitello al glamour del brillantino fino al punk delle linee spigolose. Ogni persona indossi un Marc Jacobs diventa unica e irripetibile, con uno stile ben definito che solo lei sa rendere eccezionale.;Courtney;;;;;;;;;;;;;;;;;;;;796483260351;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;;;Lucido;Analogico;Minerale;;Circolare;;;;EUR
MJ3469;84.73;187.70;0;https://mediagallery.kiums.com/images/mj3469-01.jpg;https://mediagallery.kiums.com/images/mj3469-02.jpg;https://mediagallery.kiums.com/images/mj3469-03.jpg;https://mediagallery.kiums.com/images/mj3469-05.jpg;https://mediagallery.kiums.com/images/mj3469-06.jpg;https://mediagallery.kiums.com/images/mj3469-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;Riley;2010-Now;36 mm;Marc Jacobs;;EAN;IT;1;Marc Jacobs Riley MJ3469 Orologio Donna al Quarzo;Orologio Donna Marc Jacobs MJ3469 modello Riley, Cassa in Acciaio Inossidabile di Diametro 36 mm, quadrante Argento, vetro Minerale e cinturino in Acciaio di colore Argento;Marc Jacobs è divenuto in pochi anni la sintesi perfetto del design d'accessorio d'autore, portando orologi che un giorno si vedono al polso della pluripremiata star del cinema sul red carpet, mentre il giorno il giorno dopo li ritrovi ai polsi delle ragazze per le strade di Milano. Gli orologi Marc Jacobs hanno saputo incarnare diverse tendenze e vari look, fondendo l'eleganza del cinturino in pelle di vitello al glamour del brillantino fino al punk delle linee spigolose. Ogni persona indossi un Marc Jacobs diventa unica e irripetibile, con uno stile ben definito che solo lei sa rendere eccezionale.;Riley;;;;;;;;;;;;;;;;;;;796483260290;;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Argento;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
MJ3472;84.73;187.70;0;https://mediagallery.kiums.com/images/mj3472-01.jpg;https://mediagallery.kiums.com/images/mj3472-03.jpg;https://mediagallery.kiums.com/images/mj3472-06.jpg;https://mediagallery.kiums.com/images/mj3472-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;;;;2010-Now;28 mm;Marc Jacobs;8 mm;UPC;IT;1;Marc Jacobs Riley MJ3472 Orologio Donna al Quarzo;Orologio Donna Marc Jacobs MJ3472 modello Riley, Cassa in   di Diametro 28 mm, quadrante  , vetro Minerale e cinturino in   di colore;Marc Jacobs è divenuto in pochi anni la sintesi perfetto del design d'accessorio d'autore, portando orologi che un giorno si vedono al polso della pluripremiata star del cinema sul red carpet, mentre il giorno il giorno dopo li ritrovi ai polsi delle ragazze per le strade di Milano. Gli orologi Marc Jacobs hanno saputo incarnare diverse tendenze e vari look, fondendo l'eleganza del cinturino in pelle di vitello al glamour del brillantino fino al punk delle linee spigolose. Ogni persona indossi un Marc Jacobs diventa unica e irripetibile, con uno stile ben definito che solo lei sa rendere eccezionale.;Riley;;;;;;;;;;;;;;;;;;;;796483260474;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;;;Lucido;Analogico;Minerale;;Circolare;;;;EUR
MJ3473;95.83;212.30;0;https://mediagallery.kiums.com/images/mj3473-01.jpg;https://mediagallery.kiums.com/images/mj3473-02.jpg;https://mediagallery.kiums.com/images/mj3473-03.jpg;https://mediagallery.kiums.com/images/mj3473-06.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;;;Riley;2010-Now;28 mm;Marc Jacobs;;EAN;IT;1;Marc Jacobs Riley MJ3473 Orologio Donna al Quarzo;Orologio Donna Marc Jacobs MJ3473 modello Riley, Cassa in Acciaio Inossidabile di Diametro 28 mm, quadrante Bianco, vetro Minerale e cinturino in Acciaio di colore Oro;Marc Jacobs è divenuto in pochi anni la sintesi perfetto del design d'accessorio d'autore, portando orologi che un giorno si vedono al polso della pluripremiata star del cinema sul red carpet, mentre il giorno il giorno dopo li ritrovi ai polsi delle ragazze per le strade di Milano. Gli orologi Marc Jacobs hanno saputo incarnare diverse tendenze e vari look, fondendo l'eleganza del cinturino in pelle di vitello al glamour del brillantino fino al punk delle linee spigolose. Ogni persona indossi un Marc Jacobs diventa unica e irripetibile, con uno stile ben definito che solo lei sa rendere eccezionale.;Riley;;;;;;;;;;;;;;;;;;;796483260481;;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Bianco;Circolare;Acciaio;Oro;Bracciale chiusura a scatto;EUR
MJ3475;95.83;212.30;0;https://mediagallery.kiums.com/images/mj3475-02.jpg;https://mediagallery.kiums.com/images/mj3475-03.jpg;https://mediagallery.kiums.com/images/mj3475-04.jpg;https://mediagallery.kiums.com/images/mj3475-06.jpg;https://mediagallery.kiums.com/images/mj3475-01.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;;;2010-Now;34 mm;Marc Jacobs;;UPC;IT;1;Marc Jacobs Dotty MJ3475 Orologio Donna al Quarzo;Orologio Donna Marc Jacobs MJ3475 modello Dotty, Cassa in   di Diametro 34mm, quadrante  , vetro Minerale e cinturino in   di colore;Marc Jacobs è divenuto in pochi anni la sintesi perfetto del design d'accessorio d'autore, portando orologi che un giorno si vedono al polso della pluripremiata star del cinema sul red carpet, mentre il giorno il giorno dopo li ritrovi ai polsi delle ragazze per le strade di Milano. Gli orologi Marc Jacobs hanno saputo incarnare diverse tendenze e vari look, fondendo l'eleganza del cinturino in pelle di vitello al glamour del brillantino fino al punk delle linee spigolose. Ogni persona indossi un Marc Jacobs diventa unica e irripetibile, con uno stile ben definito che solo lei sa rendere eccezionale.;Dotty;;;;;;;;;;;;;;;;;;;;796483259942;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;;;Lucido;Analogico;Minerale;;Circolare;;;;EUR
MK2277;66.41;187.70;1;https://mediagallery.kiums.com/images/mk2277-01.jpg;https://mediagallery.kiums.com/images/mk2277-02.jpg;https://mediagallery.kiums.com/images/mk2277-06.jpg;https://mediagallery.kiums.com/images/mk2277-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;Parker;2010-Now;39 mm;Michael Kors;12 mm;UPC;IT;1;Michael Kors Parker MK2277 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK2277 modello Parker, Cassa in Acciaio Inossidabile di Diametro 39 mm, quadrante Bianco, vetro Minerale e cinturino in Vera Pelle di colore Bianco;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Parker;;;;;;;;;;;;;;;;;;;;691464959845;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Bianco;Circolare;Vera Pelle;Bianco;Cinturino doppio;EUR
MK3367;63.51;179.51;0;https://mediagallery.kiums.com/images/mk3367-01.jpg;https://mediagallery.kiums.com/images/mk3367-02.jpg;https://mediagallery.kiums.com/images/mk3367-03.jpg;https://mediagallery.kiums.com/images/mk3367-04.jpg;https://mediagallery.kiums.com/images/mk3367-05.jpg;https://mediagallery.kiums.com/images/mk3367-06.jpg;https://mediagallery.kiums.com/images/mk3367-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;Darci;2010-Now;39 mm;Michael Kors;8 mm;UPC;IT;1;Michael Kors Darci MK3367 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK3367 modello Darci, Cassa in Acciaio Inossidabile di Diametro 39 mm, quadrante Argento, vetro Minerale e cinturino in Acciaio di colore Argento;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Darci;;;;;;;;;;;;;;;;;;;;796483142053;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Argento;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
MK8410;72.21;204.10;0;https://mediagallery.kiums.com/images/mk8410-01.jpg;https://mediagallery.kiums.com/images/mk8410-03.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;;;;;;2010-Now;43 mm;Michael Kors;;UPC;IT;1;Michael Kors Scout MK8410 Orologio Uomo al Quarzo;Orologio Uomo Michael Kors MK8410 modello Scout, Cassa in Acciaio Inossidabile di Diametro 43mm, quadrante Blu, vetro Minerale e cinturino in Gomma di colore Blu;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Scout;;;;;;;;;;;;;;;;;;;;796483163348;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Oro Rosa;Lucido;Analogico;Minerale;Blu;Circolare;Gomma;Blu;Cinturino doppio;EUR
W0305L3;81.03;179.51;0;https://mediagallery.kiums.com/images/w0305l3-01.jpg;https://mediagallery.kiums.com/images/w0305l3-02.jpg;https://mediagallery.kiums.com/images/w0305l3-03.jpg;https://mediagallery.kiums.com/images/w0305l3-04.jpg;https://mediagallery.kiums.com/images/w0305l3-05.jpg;https://mediagallery.kiums.com/images/w0305l3-06.jpg;https://mediagallery.kiums.com/images/w0305l3-07.jpg;https://mediagallery.kiums.com/images/w-box.jpg;;Enchanting;2010-Now;35 mm;GUESS;;EAN;IT;1;Guess Enchanting W0305L3 Orologio Donna al Quarzo;Orologio Donna Guess W0305L3 modello Enchanting, Cassa in Acciaio Inossidabile di Diametro 35 mm, quadrante Argento, vetro   e cinturino in Acciaio di colore Argento;Gli Stati Uniti portano la moda nel mondo grazie a Guess. Il marchio californiano, fin dal suo debutto negli anni '80, ha cercato di creare uno stile immediatamente riconoscibile, dalle linee sensuali e glamour. Ora Guess propone delle collezioni di orologi in linea con la filosofia del brand, da sempre femminile e alla moda. Dalla California nascono così degli orologi da portare come gioielli, da abbinare a qualsiasi stile e adatti ad ogni occasione, fino ad arrivare agli smartwatch di ultima generazione.;Enchanting;;;;;;;;;;;;;;;;;;;0091661435386;;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;;;;Adulto;Data;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;;Argento;;Acciaio;Argento;Bracciale chiusura a scatto;EUR
W0638L4;99.53;220.49;0;https://mediagallery.kiums.com/images/w0638l4-01.jpg;https://mediagallery.kiums.com/images/w0638l4-03.jpg;https://mediagallery.kiums.com/images/w0638l4-05.jpg;https://mediagallery.kiums.com/images/w0638l4-06.jpg;https://mediagallery.kiums.com/images/w0638l4-07.jpg;https://mediagallery.kiums.com/images/w-box.jpg;;;;Soho;2010-Now;36 mm;GUESS;;EAN;IT;1;Guess Soho W0638L4 Orologio Donna al Quarzo;Orologio Donna Guess W0638L4 modello Soho, Cassa in Acciaio Inossidabile di Diametro 36 mm, quadrante Oro rosa, vetro   e cinturino in Acciaio di colore Oro rosa;Gli Stati Uniti portano la moda nel mondo grazie a Guess. Il marchio californiano, fin dal suo debutto negli anni '80, ha cercato di creare uno stile immediatamente riconoscibile, dalle linee sensuali e glamour. Ora Guess propone delle collezioni di orologi in linea con la filosofia del brand, da sempre femminile e alla moda. Dalla California nascono così degli orologi da portare come gioielli, da abbinare a qualsiasi stile e adatti ad ogni occasione, fino ad arrivare agli smartwatch di ultima generazione.;Soho;;;;;;;;;;;;;;;;;;;0091661462955;;Wristwatch;30 m (3 ATM);Donna;Casual;Quarzo;;;;Adulto;;;Circolare;Acciaio Inossidabile;Oro Rosa;Lucido;Analogico;;Oro rosa;;Acciaio;Oro rosa;Bracciale chiusura a scatto;EUR
W0648L5;47.73;105.74;0;https://mediagallery.kiums.com/images/w0648l5-01.jpg;https://mediagallery.kiums.com/images/w0648l5-02.jpg;https://mediagallery.kiums.com/images/w0648l5-06.jpg;https://mediagallery.kiums.com/images/w0648l5-07.jpg;https://mediagallery.kiums.com/images/w-box.jpg;;;;;Chelsea;2010-Now;30 mm;GUESS;;EAN;IT;1;Guess Chelsea W0648L5 Orologio Donna al Quarzo;Orologio Donna Guess W0648L5 modello Chelsea, Cassa in Acciaio Inossidabile di Diametro 30 mm, quadrante Bianco, vetro   e cinturino in Vera Pelle di colore Bianco;Gli Stati Uniti portano la moda nel mondo grazie a Guess. Il marchio californiano, fin dal suo debutto negli anni '80, ha cercato di creare uno stile immediatamente riconoscibile, dalle linee sensuali e glamour. Ora Guess propone delle collezioni di orologi in linea con la filosofia del brand, da sempre femminile e alla moda. Dalla California nascono così degli orologi da portare come gioielli, da abbinare a qualsiasi stile e adatti ad ogni occasione, fino ad arrivare agli smartwatch di ultima generazione.;Chelsea;;;;;;;;;;;;;;;;;;;0091661465017;;Wristwatch;30 m (3 ATM);Donna;Casual;Quarzo;;;;Adulto;;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;;Bianco;;Vera Pelle;Bianco;Cinturino doppio;EUR
W0664G2;47.73;105.74;0;https://mediagallery.kiums.com/images/w0664g2-01.jpg;https://mediagallery.kiums.com/images/w0664g2-05.jpg;https://mediagallery.kiums.com/images/w0664g2-06.jpg;https://mediagallery.kiums.com/images/w0664g2-07.jpg;https://mediagallery.kiums.com/images/w-box.jpg;;;;;Escrow;2010-Now;44 mm;GUESS;;EAN;IT;1;Guess Escrow W0664G2 Orologio Uomo al Quarzo;Orologio Uomo Guess W0664G2 modello Escrow, Cassa in Acciaio Inossidabile di Diametro 44 mm, quadrante Beige, vetro Minerale e cinturino in Vera Pelle di colore Marrone;Gli Stati Uniti portano la moda nel mondo grazie a Guess. Il marchio californiano, fin dal suo debutto negli anni '80, ha cercato di creare uno stile immediatamente riconoscibile, dalle linee sensuali e glamour. Ora Guess propone delle collezioni di orologi in linea con la filosofia del brand, da sempre femminile e alla moda. Dalla California nascono così degli orologi da portare come gioielli, da abbinare a qualsiasi stile e adatti ad ogni occasione, fino ad arrivare agli smartwatch di ultima generazione.;Escrow;;;;;;;;;;;;;;;;;;;0091661453106;;Wristwatch;30 m (3 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Beige;Circolare;Vera Pelle;Marrone;Cinturino doppio;EUR
