sku;Price 1_net_price;RRP_net_price;stock;image 1;image 2;image 3;image 4;image 5;image 6;image 7;image 8;image 9;Model;Year Manufactur;Case size specific;Brand;Case thickness;Barcode;Item Location;Dispatch Days;Title DE;Description DE;Brand Description DE;Series;Os;Storage;Connectivity;Compatibility;Altimeter;Atomic radio;Compass;Heart rate monitor;Pedometer;Lunar fases;Time zones;Indicator tide;Load indicator;Light;Booster;Alarm;Tachometer;Termometer;EAN Code;UPC Code;Category;Water Resistance;Gender DE;Style DE;Movement DE;Powered by DE;Movement manufacturer DE;Movement engine DE;Age group DE;Calendar type DE;Chronograph DE;Case shape DE;Case material DE;Case colour DE;Case finish DE;Display Type DE;Glass type DE;Dial colour DE;Dial shape DE;Band material DE;Band colour DE;Band clasp type DE;Currency
DZ4280;80.15;187.70;5;https://mediagallery.kiums.com/images/dz4280-01.jpg;https://mediagallery.kiums.com/images/dz4280-02.jpg;https://mediagallery.kiums.com/images/dz4280-03.jpg;https://mediagallery.kiums.com/images/dz4280-04.jpg;https://mediagallery.kiums.com/images/dz4280-05.jpg;https://mediagallery.kiums.com/images/dz4280-06.jpg;https://mediagallery.kiums.com/images/dz4280-07.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;Mega Chief;2010-Now;51 mm;Diesel;;EAN;IT;1;Diesel Mega Chief DZ4280 Quarz Herren Armbanduhr;Armbanduhr Diesel Mega Chief DZ4280 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 51 mm, Glastyp Mineral, Ziffernblatt Weiß und uhrenarmband aus Echtes Leder in der farbe Braun;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Mega Chief;;;;;;;;;;;;;;;;;;;4051432896729;;Wristwatch;100 m (10 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;Chronograph;Rund;Edelstahl;Grau;Matt;Analogue;Mineral Crystal;Weiß;Rund;Echtes Leder;Braun;Zwei Stück Gurt;EUR
DZ7321;87.15;204.10;3;https://mediagallery.kiums.com/images/dz7321-01.jpg;https://mediagallery.kiums.com/images/dz7321-02.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;;;Mini Daddy;2010-Now;46 mm;Diesel;;UPC;IT;1;Diesel Mini Daddy DZ7321 Quarz Herren Armbanduhr;Armbanduhr Diesel Mini Daddy DZ7321 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 46 mm, Glastyp Mineral, Ziffernblatt Blau und uhrenarmband aus Echtes Leder in der farbe Braun;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Mini Daddy;;;;;;;;;;;;;;;;;;;698615098705;;Wristwatch;30 m (3 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;Chronograph;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Blau;Rund;Echtes Leder;Braun;Zwei Stück Gurt;EUR
DZ7339;97.65;228.69;3;https://mediagallery.kiums.com/images/dz7339-01.jpg;https://mediagallery.kiums.com/images/dz7339-02.jpg;https://mediagallery.kiums.com/images/dz7339-03.jpg;https://mediagallery.kiums.com/images/dz7339-06.jpg;https://mediagallery.kiums.com/images/dz-box.jpg;;;;;Mini Daddy;2010-Now;46 mm;Diesel;;UPC;IT;1;Diesel Mini Daddy DZ7339 Quarz Herren Armbanduhr;Armbanduhr Diesel Mini Daddy DZ7339 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 46 mm, Glastyp Mineral, Ziffernblatt Blau und uhrenarmband aus Echtes Leder in der farbe Braun;Stark, entschlossen, arrogant. Diesel-Uhr ist dauerhaft im Laufe der Zeit. Die Diesel-Philosophie ist im Laufe der Zeit unverändert geblieben: Renzo Rosso hatte sich eine Marke vorgestellt, die Synonym für Leidenschaft, Individualität und Selbstdarstellung ist. Ein Blick auf der Welt mit einer breiten Perspektive. Geometrische, quadrate, verführende und einnehmende Formen, die wissen, wie sie sich zu erkennen geben.;Mini Daddy;;;;;;;;;;;;;;;;;;;;698615105373;Wristwatch;100 m (10 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;Chronograph;Rund;Edelstahl;Silber;Matt;Analogue;Mineral Crystal;Blau;Rund;Echtes Leder;Braun;Zwei Stück Gurt;EUR
HB1512445;139.65;327.05;0;https://mediagallery.kiums.com/images/hb1512445-01.jpg;https://mediagallery.kiums.com/images/hb1512445-04.jpg;https://mediagallery.kiums.com/images/hb1512445-06.jpg;https://mediagallery.kiums.com/images/hb1512445-07.jpg;https://mediagallery.kiums.com/images/hb-box.jpg;;;;;;2010-Now;44 mm;HUGO BOSS;;UPC;IT;1;Hugo Boss Classic HB1512445 Quarz Herren Armbanduhr;Armbanduhr Hugo Boss Classic HB1512445 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 44 mm, Glastyp Mineral, Ziffernblatt Weiß und uhrenarmband aus Edelstahl in der farbe Silber;Hugo Boss ist das Brand für die moderne Herren. Und so sind seine Uhren. Dank seines tadellosen Designs, passen diese Uhren sehr gut mit jeden Outfit. Hugo Boss bietet einen einzigartigen, starken und entscheidenden Stil an, das mit der modernsten Technologie verbunden ist. Hugo Boss ist hohe Qualität und Präzision des Maschinenbaus.;Classic;;;;;;;;;;;;;;;;;;;7612718401043;7612718401043;Wristwatch;50 m (5 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;Chronograph;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Weiß;;Edelstahl;Silber;Armband Link Bang;EUR
HB1513440;132.65;310.66;0;https://mediagallery.kiums.com/images/hb1513440-01.jpg;https://mediagallery.kiums.com/images/hb1513440-02.jpg;https://mediagallery.kiums.com/images/hb1513440-05.jpg;https://mediagallery.kiums.com/images/hb1513440-06.jpg;https://mediagallery.kiums.com/images/hb1513440-07.jpg;https://mediagallery.kiums.com/images/hb-box.jpg;;;;Jet;2010-Now;44 mm;HUGO BOSS;;UPC;IT;1;Hugo Boss Jet HB1513440 Quarz Herren Armbanduhr;Armbanduhr Hugo Boss Jet HB1513440 für Herren, uhrengehäuse aus Edelstahl mit einem durchmesser von 44 mm, Glastyp Mineral, Ziffernblatt Grau und uhrenarmband aus Edelstahl in der farbe Silber;Hugo Boss ist das Brand für die moderne Herren. Und so sind seine Uhren. Dank seines tadellosen Designs, passen diese Uhren sehr gut mit jeden Outfit. Hugo Boss bietet einen einzigartigen, starken und entscheidenden Stil an, das mit der modernsten Technologie verbunden ist. Hugo Boss ist hohe Qualität und Präzision des Maschinenbaus.;Jet;;;;;;;;;;;;;;;;;;;7613272218511;7613272218511;Wristwatch;50 m (5 ATM);Herren;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;Chronograph;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Grau;;Edelstahl;Silber;Armband Link Bang;EUR
MBM1154;66.23;146.72;5;https://mediagallery.kiums.com/images/mbm1154-01.jpg;https://mediagallery.kiums.com/images/mbm1154-02.jpg;https://mediagallery.kiums.com/images/mbm1154-04.jpg;https://mediagallery.kiums.com/images/mbm1154-05.jpg;https://mediagallery.kiums.com/images/mbm1154-06.jpg;https://mediagallery.kiums.com/images/mbm1154-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;Amy;2010-Now;37 mm;Marc Jacobs;;UPC;IT;1;Marc Jacobs Amy MBM1154 Quarz Damen Armbanduhr;Armbanduhr Marc Jacobs Amy MBM1154 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 37 mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Echtes Leder in der farbe Schwarz;Marc Jacobs ist in wenigen Jahren zur perfekten Synthese von Accessoire-Design geworden, dank seinen Uhren, die eines Tages am Handgelenk des preisgekrönten Filmstars auf dem Red Carper sind, dagegen finden Sie sie am nächsten Tag an den Handgelenken der Mädchen auf den Straßen von Mailand sehen. Die Marc Jacobs-Uhren haben verschiedene Looks: sie verbinden die Eleganz des Kalbslederarmbandes mit dem Glamur des Brillantes und auch mit den buschigen Linien des Punk-Stils.;Amy;;;;;;;;;;;;;;;;;;;;691464563806;Wristwatch;30 m (3 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Gold;Glanz;Analogue;Mineral Crystal;Schwarz;Rund;Echtes Leder;Schwarz;Zwei Stück Gurt;EUR
MBM1240;58.83;130.33;4;https://mediagallery.kiums.com/images/mbm1240-01.jpg;https://mediagallery.kiums.com/images/mbm1240-02.jpg;https://mediagallery.kiums.com/images/mbm1240-03.jpg;https://mediagallery.kiums.com/images/mbm1240-04.jpg;https://mediagallery.kiums.com/images/mbm1240-05.jpg;https://mediagallery.kiums.com/images/mbm1240-06.jpg;https://mediagallery.kiums.com/images/mbm1240-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;2010-Now;21 mm;Marc Jacobs;;UPC;IT;1;Marc Jacobs Blade MBM1240 Quarz Damen Armbanduhr;Armbanduhr Marc Jacobs Blade MBM1240 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 21 mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Echtes Leder in der farbe Schwarz;Marc Jacobs ist in wenigen Jahren zur perfekten Synthese von Accessoire-Design geworden, dank seinen Uhren, die eines Tages am Handgelenk des preisgekrönten Filmstars auf dem Red Carper sind, dagegen finden Sie sie am nächsten Tag an den Handgelenken der Mädchen auf den Straßen von Mailand sehen. Die Marc Jacobs-Uhren haben verschiedene Looks: sie verbinden die Eleganz des Kalbslederarmbandes mit dem Glamur des Brillantes und auch mit den buschigen Linien des Punk-Stils.;Blade;;;;;;;;;;;;;;;;;;;;691464984502;Wristwatch;50 m (5 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Gold;Glanz;Analogue;Mineral Crystal;Schwarz;Rund;Echtes Leder;Schwarz;Zwei Stück Gurt;EUR
MBM1241;81.03;179.51;5;https://mediagallery.kiums.com/images/mbm1241-01.jpg;https://mediagallery.kiums.com/images/mbm1241-03.jpg;https://mediagallery.kiums.com/images/mbm1241-04.jpg;https://mediagallery.kiums.com/images/mbm1241-05.jpg;https://mediagallery.kiums.com/images/mbm1241-06.jpg;https://mediagallery.kiums.com/images/mbm1241-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;Henry Large Skeleton;2010-Now;40 mm;Marc Jacobs;;EAN;IT;1;Marc Jacobs Henry Large Skeleton MBM1241 Quarz Damen Armbanduhr;Armbanduhr Marc Jacobs Henry Large Skeleton MBM1241 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 40 mm, Glastyp Mineral, Ziffernblatt Weiß und uhrenarmband aus Echtes Leder in der farbe Weiß;Marc Jacobs ist in wenigen Jahren zur perfekten Synthese von Accessoire-Design geworden, dank seinen Uhren, die eines Tages am Handgelenk des preisgekrönten Filmstars auf dem Red Carper sind, dagegen finden Sie sie am nächsten Tag an den Handgelenken der Mädchen auf den Straßen von Mailand sehen. Die Marc Jacobs-Uhren haben verschiedene Looks: sie verbinden die Eleganz des Kalbslederarmbandes mit dem Glamur des Brillantes und auch mit den buschigen Linien des Punk-Stils.;Henry Large Skeleton;;;;;;;;;;;;;;;;;;;4051432864834;;Wristwatch;50 m (5 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Weiß;Rund;Echtes Leder;Weiß;Zwei Stück Gurt;EUR
MBM1269;73.63;163.11;8;https://mediagallery.kiums.com/images/mbm1269-01.jpg;https://mediagallery.kiums.com/images/mbm1269-02.jpg;https://mediagallery.kiums.com/images/mbm1269-03.jpg;https://mediagallery.kiums.com/images/mbm1269-05.jpg;https://mediagallery.kiums.com/images/mbm1269-06.jpg;https://mediagallery.kiums.com/images/mbm1269-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;Baker;2010-Now;37 mm;Marc Jacobs;;UPC;IT;1;Marc Jacobs Baker MBM1269 Quarz Damen Armbanduhr;Armbanduhr Marc Jacobs Baker MBM1269 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 37 mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Echtes Leder in der farbe Schwarz;Marc Jacobs ist in wenigen Jahren zur perfekten Synthese von Accessoire-Design geworden, dank seinen Uhren, die eines Tages am Handgelenk des preisgekrönten Filmstars auf dem Red Carper sind, dagegen finden Sie sie am nächsten Tag an den Handgelenken der Mädchen auf den Straßen von Mailand sehen. Die Marc Jacobs-Uhren haben verschiedene Looks: sie verbinden die Eleganz des Kalbslederarmbandes mit dem Glamur des Brillantes und auch mit den buschigen Linien des Punk-Stils.;Baker;;;;;;;;;;;;;;;;;;;;796483029149;Wristwatch;50 m (5 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Gold;Glanz;Analogue;Mineral Crystal;Schwarz;Rund;Echtes Leder;Schwarz;Zwei Stück Gurt;EUR
MBM1273;73.63;163.11;7;https://mediagallery.kiums.com/images/mbm1273-01.jpg;https://mediagallery.kiums.com/images/mbm1273-02.jpg;https://mediagallery.kiums.com/images/mbm1273-03.jpg;https://mediagallery.kiums.com/images/mbm1273-04.jpg;https://mediagallery.kiums.com/images/mbm1273-06.jpg;https://mediagallery.kiums.com/images/mbm1273-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;Mini Baker;2010-Now;28 mm;Marc Jacobs;8 mm;EAN;IT;1;Marc Jacobs Mini Baker MBM1273 Quarz Damen Armbanduhr;Armbanduhr Marc Jacobs Mini Baker MBM1273 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 28 mm, Glastyp Mineral, Ziffernblatt Schwarz und uhrenarmband aus Echtes Leder in der farbe Schwarz;Marc Jacobs ist in wenigen Jahren zur perfekten Synthese von Accessoire-Design geworden, dank seinen Uhren, die eines Tages am Handgelenk des preisgekrönten Filmstars auf dem Red Carper sind, dagegen finden Sie sie am nächsten Tag an den Handgelenken der Mädchen auf den Straßen von Mailand sehen. Die Marc Jacobs-Uhren haben verschiedene Looks: sie verbinden die Eleganz des Kalbslederarmbandes mit dem Glamur des Brillantes und auch mit den buschigen Linien des Punk-Stils.;Mini Baker;;;;;;;;;;;;;;;;;;;4053858013797;;Wristwatch;50 m (5 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Gold;Glanz;Analogue;Mineral Crystal;Schwarz;Rund;Echtes Leder;Schwarz;Zwei Stück Gurt;EUR
MBM1352;66.23;146.72;4;https://mediagallery.kiums.com/images/mbm1352-01.jpg;https://mediagallery.kiums.com/images/mbm1352-02.jpg;https://mediagallery.kiums.com/images/mbm1352-03.jpg;https://mediagallery.kiums.com/images/mbm1352-06.jpg;https://mediagallery.kiums.com/images/mbm1352-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;;Sally;2010-Now;28 mm;Marc Jacobs;;UPC;IT;1;Marc Jacobs Sally MBM1352 Quarz Damen Armbanduhr;Armbanduhr Marc Jacobs Sally MBM1352 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 28 mm, Glastyp Mineral, Ziffernblatt Weiß und uhrenarmband aus Echtes Leder in der farbe Schwarz;Marc Jacobs ist in wenigen Jahren zur perfekten Synthese von Accessoire-Design geworden, dank seinen Uhren, die eines Tages am Handgelenk des preisgekrönten Filmstars auf dem Red Carper sind, dagegen finden Sie sie am nächsten Tag an den Handgelenken der Mädchen auf den Straßen von Mailand sehen. Die Marc Jacobs-Uhren haben verschiedene Looks: sie verbinden die Eleganz des Kalbslederarmbandes mit dem Glamur des Brillantes und auch mit den buschigen Linien des Punk-Stils.;Sally;;;;;;;;;;;;;;;;;;;;796483165182;Wristwatch;50 m (5 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Rose Gold;Glanz;Analogue;Mineral Crystal;Weiß;Rund;Echtes Leder;Schwarz;Zwei Stück Gurt;EUR
MBM3045;88.43;195.90;0;https://mediagallery.kiums.com/images/mbm3045-01.jpg;https://mediagallery.kiums.com/images/mbm3045-03.jpg;https://mediagallery.kiums.com/images/mbm3045-05.jpg;https://mediagallery.kiums.com/images/mbm3045-06.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;;;Henry Large;2010-Now;32 mm;Marc Jacobs;;EAN;IT;1;Marc Jacobs Henry Large MBM3045 Quarz Damen Armbanduhr;Armbanduhr Marc Jacobs Henry Large MBM3045 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 32 mm, Glastyp Mineral, Ziffernblatt Weiß und uhrenarmband aus Edelstahl in der farbe Gold;Marc Jacobs ist in wenigen Jahren zur perfekten Synthese von Accessoire-Design geworden, dank seinen Uhren, die eines Tages am Handgelenk des preisgekrönten Filmstars auf dem Red Carper sind, dagegen finden Sie sie am nächsten Tag an den Handgelenken der Mädchen auf den Straßen von Mailand sehen. Die Marc Jacobs-Uhren haben verschiedene Looks: sie verbinden die Eleganz des Kalbslederarmbandes mit dem Glamur des Brillantes und auch mit den buschigen Linien des Punk-Stils.;Henry Large;;;;;;;;;;;;;;;;;;;4048803627150;;Wristwatch;50 m (5 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Gold;Glanz;Analogue;Mineral Crystal;Weiß;Rund;Edelstahl;Gold;Armband Link Bang;EUR
MBM3055;73.63;163.11;9;https://mediagallery.kiums.com/images/mbm3055-01.jpg;https://mediagallery.kiums.com/images/mbm3055-02.jpg;https://mediagallery.kiums.com/images/mbm3055-06.jpg;https://mediagallery.kiums.com/images/mbm3055-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;;;Amy;2010-Now;26 mm;Marc Jacobs;;UPC;IT;1;Marc Jacobs Amy MBM3055 Quarz Damen Armbanduhr;Armbanduhr Marc Jacobs Amy MBM3055 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 26 mm, Glastyp Mineral, Ziffernblatt Weiß und uhrenarmband aus Edelstahl in der farbe Silber;Marc Jacobs ist in wenigen Jahren zur perfekten Synthese von Accessoire-Design geworden, dank seinen Uhren, die eines Tages am Handgelenk des preisgekrönten Filmstars auf dem Red Carper sind, dagegen finden Sie sie am nächsten Tag an den Handgelenken der Mädchen auf den Straßen von Mailand sehen. Die Marc Jacobs-Uhren haben verschiedene Looks: sie verbinden die Eleganz des Kalbslederarmbandes mit dem Glamur des Brillantes und auch mit den buschigen Linien des Punk-Stils.;Amy;;;;;;;;;;;;;;;;;;;;691464573195;Wristwatch;30 m (3 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Weiß;Rund;Edelstahl;Silber;Armband Link Bang;EUR
MBM3057;77.33;171.31;9;https://mediagallery.kiums.com/images/mbm3057-01.jpg;https://mediagallery.kiums.com/images/mbm3057-02.jpg;https://mediagallery.kiums.com/images/mbm3057-03.jpg;https://mediagallery.kiums.com/images/mbm3057-04.jpg;https://mediagallery.kiums.com/images/mbm3057-05.jpg;https://mediagallery.kiums.com/images/mbm3057-06.jpg;https://mediagallery.kiums.com/images/mbm3057-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;Amy;2010-Now;26 mm;Marc Jacobs;8 mm;UPC;IT;1;Marc Jacobs Amy MBM3057 Quarz Damen Armbanduhr;Armbanduhr Marc Jacobs Amy MBM3057 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 26 mm, Glastyp Mineral, Ziffernblatt Weiß und uhrenarmband aus Edelstahl in der farbe Gold;Marc Jacobs ist in wenigen Jahren zur perfekten Synthese von Accessoire-Design geworden, dank seinen Uhren, die eines Tages am Handgelenk des preisgekrönten Filmstars auf dem Red Carper sind, dagegen finden Sie sie am nächsten Tag an den Handgelenken der Mädchen auf den Straßen von Mailand sehen. Die Marc Jacobs-Uhren haben verschiedene Looks: sie verbinden die Eleganz des Kalbslederarmbandes mit dem Glamur des Brillantes und auch mit den buschigen Linien des Punk-Stils.;Amy;;;;;;;;;;;;;;;;;;;;691464573201;Wristwatch;30 m (3 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Gold;Glanz;Analogue;Mineral Crystal;Weiß;Rund;Edelstahl;Gold;Armband Link Bang;EUR
MBM3078;81.03;179.51;2;https://mediagallery.kiums.com/images/mbm3078-01.jpg;https://mediagallery.kiums.com/images/mbm3078-02.jpg;https://mediagallery.kiums.com/images/mbm3078-03.jpg;https://mediagallery.kiums.com/images/mbm3078-05.jpg;https://mediagallery.kiums.com/images/mbm3078-06.jpg;https://mediagallery.kiums.com/images/mbm3078-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;Amy;2010-Now;26 mm;Marc Jacobs;8 mm;EAN;IT;1;Marc Jacobs Amy MBM3078 Quarz Damen Armbanduhr;Armbanduhr Marc Jacobs Amy MBM3078 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 26 mm, Glastyp Mineral, Ziffernblatt Weiß und uhrenarmband aus Edelstahl in der farbe Rose Gold;Marc Jacobs ist in wenigen Jahren zur perfekten Synthese von Accessoire-Design geworden, dank seinen Uhren, die eines Tages am Handgelenk des preisgekrönten Filmstars auf dem Red Carper sind, dagegen finden Sie sie am nächsten Tag an den Handgelenken der Mädchen auf den Straßen von Mailand sehen. Die Marc Jacobs-Uhren haben verschiedene Looks: sie verbinden die Eleganz des Kalbslederarmbandes mit dem Glamur des Brillantes und auch mit den buschigen Linien des Punk-Stils.;Amy;;;;;;;;;;;;;;;;;;;4051432173011;;Wristwatch;30 m (3 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Rose Gold;Glanz;Analogue;Mineral Crystal;Weiß;Rund;Edelstahl;Rose Gold;Armband Link Bang;EUR
MBM3100;103.23;228.69;10;https://mediagallery.kiums.com/images/mbm3100-01.jpg;https://mediagallery.kiums.com/images/mbm3100-02.jpg;https://mediagallery.kiums.com/images/mbm3100-03.jpg;https://mediagallery.kiums.com/images/mbm3100-04.jpg;https://mediagallery.kiums.com/images/mbm3100-05.jpg;https://mediagallery.kiums.com/images/mbm3100-06.jpg;https://mediagallery.kiums.com/images/mbm3100-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;Blade;2010-Now;40 mm;Marc Jacobs;11 mm;UPC;IT;1;Marc Jacobs Blade MBM3100 Quarz Damen Armbanduhr;Armbanduhr Marc Jacobs Blade MBM3100 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 40 mm, Glastyp Mineral, Ziffernblatt Weiß und uhrenarmband aus Edelstahl in der farbe Silber;Marc Jacobs ist in wenigen Jahren zur perfekten Synthese von Accessoire-Design geworden, dank seinen Uhren, die eines Tages am Handgelenk des preisgekrönten Filmstars auf dem Red Carper sind, dagegen finden Sie sie am nächsten Tag an den Handgelenken der Mädchen auf den Straßen von Mailand sehen. Die Marc Jacobs-Uhren haben verschiedene Looks: sie verbinden die Eleganz des Kalbslederarmbandes mit dem Glamur des Brillantes und auch mit den buschigen Linien des Punk-Stils.;Blade;;;;;;;;;;;;;;;;;;;;691464758080;Wristwatch;30 m (3 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;Datum;Chronograph;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Weiß;Rund;Edelstahl;Silber;Armband Link Bang;EUR
MBM3214;73.63;163.11;5;https://mediagallery.kiums.com/images/mbm3214-01.jpg;https://mediagallery.kiums.com/images/mbm3214-02.jpg;https://mediagallery.kiums.com/images/mbm3214-03.jpg;https://mediagallery.kiums.com/images/mbm3214-04.jpg;https://mediagallery.kiums.com/images/mbm3214-07.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;;Amy;2010-Now;36 mm;Marc Jacobs;;UPC;IT;1;Marc Jacobs Amy MBM3214 Quarz Damen Armbanduhr;Armbanduhr Marc Jacobs Amy MBM3214 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 36 mm, Glastyp Mineral, Ziffernblatt Silber und uhrenarmband aus Edelstahl in der farbe Silber;Marc Jacobs ist in wenigen Jahren zur perfekten Synthese von Accessoire-Design geworden, dank seinen Uhren, die eines Tages am Handgelenk des preisgekrönten Filmstars auf dem Red Carper sind, dagegen finden Sie sie am nächsten Tag an den Handgelenken der Mädchen auf den Straßen von Mailand sehen. Die Marc Jacobs-Uhren haben verschiedene Looks: sie verbinden die Eleganz des Kalbslederarmbandes mit dem Glamur des Brillantes und auch mit den buschigen Linien des Punk-Stils.;Amy;;;;;;;;;;;;;;;;;;;;796483011311;Wristwatch;50 m (5 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Silber;Glanz;Analogue;Mineral Crystal;Silber;Rund;Edelstahl;Silber;Armband Link Bang;EUR
MBM3223;90.65;200.82;5;https://mediagallery.kiums.com/images/mbm3223-01.jpg;https://mediagallery.kiums.com/images/mbm3223-03.jpg;https://mediagallery.kiums.com/images/mbm3223-04.jpg;https://mediagallery.kiums.com/images/mbm-box.jpeg;;;;;;Amy;2010-Now;37 mm;Marc Jacobs;;EAN;IT;1;Marc Jacobs Amy MBM3223 Quarz Damen Armbanduhr;Armbanduhr Marc Jacobs Amy MBM3223 für Damen, uhrengehäuse aus Edelstahl mit einem durchmesser von 37 mm, Glastyp Mineral, Ziffernblatt Rose Gold und uhrenarmband aus Edelstahl in der farbe Rose Gold;Marc Jacobs ist in wenigen Jahren zur perfekten Synthese von Accessoire-Design geworden, dank seinen Uhren, die eines Tages am Handgelenk des preisgekrönten Filmstars auf dem Red Carper sind, dagegen finden Sie sie am nächsten Tag an den Handgelenken der Mädchen auf den Straßen von Mailand sehen. Die Marc Jacobs-Uhren haben verschiedene Looks: sie verbinden die Eleganz des Kalbslederarmbandes mit dem Glamur des Brillantes und auch mit den buschigen Linien des Punk-Stils.;Amy;;;;;;;;;;;;;;;;;;;4051432959318;;Wristwatch;50 m (5 ATM);Damen;Casual;Quarz;Batterie;Japanisch;;Erwachsene;;;Rund;Edelstahl;Rose Gold;Glanz;Analogue;Mineral Crystal;Rose Gold;Rund;Edelstahl;Rose Gold;Armband Link Bang;EUR
